InsertionReason,TimeStamps,UnparsedData
1,1557585,65280
1,1558137,65455
1,1558138,65535
129,1558139,124
129,1558142,77
129,1558145,35
129,1558148,0
129,1558151,0
1,1558587,65280
1,1559139,65535
129,1559141,125
129,1559144,77
129,1559147,35
129,1559150,0
129,1559153,0
1,1559588,65389
1,1559589,65280
1,1560141,65535
129,1560142,126
129,1560145,77
129,1560148,35
129,1560151,0
129,1560154,0
1,1560590,65280
1,1561142,65519
1,1561143,65535
129,1561144,127
129,1561147,77
129,1561150,35
129,1561153,0
129,1561156,0
1,1561592,65280
1,1562144,65535
129,1562146,0
129,1562149,78
129,1562152,35
129,1562155,0
129,1562158,0
1,1562593,65280
1,1563145,65455
1,1563146,65535
129,1563147,1
129,1563150,78
129,1563153,35
129,1563156,0
129,1563159,0
1,1563595,65280
1,1564147,65535
129,1564149,2
129,1564152,78
129,1564155,35
129,1564158,0
129,1564161,0
1,1564596,65313
1,1564597,65280
1,1565148,65313
1,1565149,65535
129,1565150,3
129,1565153,78
129,1565156,35
129,1565159,0
129,1565162,0
1,1565598,65280
1,1566150,65535
129,1566152,4
129,1566155,78
129,1566158,35
129,1566161,0
129,1566164,0
1,1566599,65381
1,1566600,65280
1,1567151,65455
1,1567152,65535
129,1567153,5
129,1567156,78
129,1567159,35
129,1567162,0
129,1567165,0
1,1567601,65280
1,1568153,65535
129,1568155,6
129,1568158,78
129,1568161,35
129,1568164,0
129,1568167,0
1,1568602,65281
1,1568603,65280
1,1569154,65327
1,1569155,65535
129,1569156,7
129,1569159,78
129,1569162,35
129,1569165,0
129,1569168,0
1,1569604,65280
1,1570155,65316
1,1570156,65535
129,1570157,8
129,1570160,78
129,1570163,35
129,1570166,0
129,1570169,0
1,1570605,65280
1,1571157,65471
1,1571158,65535
129,1571159,9
129,1571162,78
129,1571165,35
129,1571168,0
129,1571171,0
1,1571606,65517
1,1571607,65280
1,1572158,65312
1,1572159,65535
129,1572160,10
129,1572163,78
129,1572166,35
129,1572169,0
129,1572172,0
1,1572608,65280
1,1573160,65519
1,1573161,65535
129,1573162,11
129,1573165,78
129,1573168,35
129,1573171,0
129,1573174,0
1,1573609,65405
1,1573610,65280
1,1574162,65535
129,1574164,12
129,1574167,78
129,1574170,35
129,1574173,0
129,1574176,0
1,1574611,65280
1,1575163,65535
129,1575165,13
129,1575168,78
129,1575171,35
129,1575174,0
129,1575177,0
1,1575612,65325
1,1575613,65280
1,1576164,65312
1,1576165,65535
129,1576166,14
129,1576169,78
129,1576172,35
129,1576175,0
129,1576178,0
1,1576614,65280
1,1577166,65535
129,1577168,15
129,1577171,78
129,1577174,35
129,1577177,0
129,1577180,0
1,1577615,65405
1,1577616,65280
1,1578168,65535
129,1578169,16
129,1578172,78
129,1578175,35
129,1578178,0
129,1578181,0
1,1578617,65280
1,1579169,65455
1,1579170,65535
129,1579171,17
129,1579174,78
129,1579177,35
129,1579180,0
129,1579183,0
1,1579619,65280
1,1580171,65535
129,1580173,18
129,1580176,78
129,1580179,35
129,1580182,0
129,1580185,0
1,1580620,65284
1,1580621,65280
1,1581172,65535
129,1581174,19
129,1581177,78
129,1581180,35
129,1581183,0
129,1581186,0
1,1581621,65317
1,1581622,65280
1,1582173,65313
1,1582174,65535
129,1582178,78
129,1582184,0
1,1582623,65280
1,1583175,65535
129,1583177,21
129,1583182,35
129,1583188,0
1,1583624,65280
1,1584176,65519
1,1584177,65535
129,1584178,22
129,1584181,78
129,1584184,35
129,1584187,0
129,1584190,0
1,1584626,65280
1,1585178,65535
129,1585180,23
129,1585183,78
129,1585186,35
129,1585189,0
129,1585192,0
1,1585627,65312
1,1585628,65280
1,1586179,65535
129,1586181,24
129,1586184,78
129,1586187,35
129,1586190,0
129,1586193,0
1,1586628,65511
1,1586629,65280
1,1587180,65316
1,1587181,65535
129,1587182,25
129,1587185,78
129,1587188,35
129,1587191,0
129,1587194,0
1,1587630,65280
1,1588182,65535
129,1588184,26
129,1588187,78
129,1588190,35
129,1588193,0
129,1588196,0
1,1588631,65405
1,1588632,65280
1,1589183,65312
1,1589184,65535
129,1589188,78
129,1589191,35
129,1589194,0
129,1589197,0
1,1589633,65280
1,1590185,65455
1,1590186,65535
129,1590187,28
129,1590190,78
129,1590193,35
129,1590196,0
129,1590199,0
1,1590635,65280
1,1591186,65325
1,1591187,65535
129,1591188,29
129,1591191,78
129,1591194,35
129,1591197,0
129,1591200,0
1,1591636,65280
1,1592188,65535
129,1592190,30
129,1592193,78
129,1592196,35
129,1592199,0
129,1592202,0
1,1592637,65325
1,1592638,65280
1,1593189,65316
1,1593190,65535
129,1593191,31
129,1593194,78
129,1593197,35
129,1593200,0
129,1593203,0
1,1593639,65280
1,1594191,65535
129,1594193,32
129,1594196,78
129,1594199,35
129,1594202,0
129,1594205,0
1,1594640,65317
1,1594641,65280
1,1595193,65535
129,1595194,33
129,1595197,78
129,1595200,35
129,1595203,0
129,1595206,0
1,1595642,65280
1,1596194,65455
1,1596195,65535
129,1596196,34
129,1596199,78
129,1596202,35
129,1596205,0
129,1596208,0
1,1596644,65280
1,1597195,65317
1,1597196,65535
129,1597197,35
129,1597200,78
129,1597203,35
129,1597206,0
129,1597209,0
1,1597645,65280
1,1598197,65535
129,1598199,36
129,1598202,78
129,1598205,35
129,1598208,0
129,1598211,0
1,1598646,65317
1,1598647,65280
1,1599198,65535
129,1599200,37
129,1599203,78
129,1599206,35
129,1599209,0
129,1599212,0
1,1599648,65280
1,1600200,65535
129,1600202,38
129,1600205,78
129,1600208,35
129,1600211,0
129,1600214,0
1,1600649,65284
1,1600650,65280
1,1601201,65445
1,1601202,65535
129,1601203,39
129,1601206,78
129,1601209,35
129,1601212,0
129,1601215,0
1,1601651,65280
1,1602202,65281
1,1602203,65535
129,1602204,40
129,1602207,78
129,1602210,35
129,1602213,0
129,1602216,0
1,1602652,65280
1,1603204,65535
129,1603206,41
129,1603209,78
129,1603212,35
129,1603215,0
129,1603218,0
1,1603653,65327
1,1603654,65280
1,1604206,65535
129,1604207,42
129,1604210,78
129,1604213,35
129,1604216,0
129,1604219,0
1,1604655,65280
1,1605207,65455
1,1605208,65535
129,1605209,43
129,1605212,78
129,1605215,35
129,1605218,0
129,1605221,0
1,1605656,65533
1,1605657,65280
1,1606209,65535
129,1606211,44
129,1606214,78
129,1606217,35
129,1606220,0
129,1606223,0
1,1606658,65280
1,1607210,65535
129,1607212,45
129,1607215,78
129,1607218,35
129,1607221,0
129,1607224,0
1,1607659,65285
1,1607660,65280
1,1608211,65313
1,1608212,65535
129,1608213,46
129,1608216,78
129,1608219,35
129,1608222,0
129,1608225,0
1,1608661,65280
1,1609213,65535
129,1609215,47
129,1609218,78
129,1609221,35
129,1609224,0
129,1609227,0
1,1609662,65317
1,1609663,65280
1,1610214,65317
1,1610215,65535
129,1610216,48
129,1610219,78
129,1610222,35
129,1610225,0
129,1610228,0
1,1610664,65280
1,1611216,65535
129,1611218,49
129,1611221,78
129,1611224,35
129,1611227,0
129,1611230,0
1,1611665,65525
1,1611666,65280
1,1612217,65316
1,1612218,65535
129,1612219,50
129,1612223,78
129,1612226,35
129,1612229,0
129,1612232,0
1,1612667,65280
1,1613219,65535
129,1613221,51
129,1613224,78
129,1613227,35
129,1613230,0
129,1613233,0
1,1613668,65281
1,1613669,65280
1,1614220,65445
1,1614221,65535
129,1614222,52
129,1614225,78
129,1614228,35
129,1614231,0
129,1614234,0
1,1614670,65280
1,1615222,65535
129,1615223,53
129,1615226,78
129,1615229,35
129,1615232,0
129,1615235,0
1,1615671,65280
1,1616223,65455
1,1616224,65535
129,1616225,54
129,1616228,78
129,1616231,35
129,1616234,0
129,1616237,0
1,1616672,65407
1,1616673,65280
1,1617225,65535
129,1617227,55
129,1617230,78
129,1617233,35
129,1617236,0
129,1617239,0
1,1617674,65281
1,1617675,65280
1,1618226,65535
129,1618228,56
129,1618231,78
129,1618234,35
129,1618237,0
129,1618240,0
1,1618675,65316
1,1618676,65280
1,1619228,65535
129,1619229,57
129,1619232,78
129,1619235,35
129,1619238,0
129,1619241,0
1,1619677,65280
1,1620229,65455
1,1620230,65535
129,1620231,58
129,1620234,78
129,1620237,35
129,1620240,0
129,1620243,0
1,1620678,65407
1,1620679,65280
1,1621231,65535
129,1621232,59
129,1621235,78
129,1621238,35
129,1621241,0
129,1621244,0
1,1621680,65280
1,1622232,65471
1,1622233,65535
129,1622234,60
129,1622237,78
129,1622240,35
129,1622243,0
129,1622246,0
1,1622681,65533
1,1622682,65280
1,1623233,65327
1,1623234,65535
129,1623235,61
129,1623238,78
129,1623241,35
129,1623244,0
129,1623247,0
1,1623683,65280
1,1624235,65535
129,1624237,62
129,1624240,78
129,1624243,35
129,1624246,0
129,1624249,0
1,1624684,65284
1,1624685,65280
1,1625236,65316
1,1625237,65535
129,1625238,63
129,1625241,78
129,1625244,35
129,1625247,0
129,1625250,0
1,1625686,65280
1,1626238,65535
129,1626240,64
129,1626243,78
129,1626246,35
129,1626249,0
129,1626252,0
1,1626687,65317
1,1626688,65280
1,1627239,65312
1,1627240,65535
129,1627241,65
129,1627244,78
129,1627247,35
129,1627250,0
129,1627253,0
1,1627689,65280
1,1628241,65535
129,1628243,66
129,1628246,78
129,1628249,35
129,1628252,0
129,1628255,0
1,1628690,65509
1,1628691,65280
1,1629242,65455
1,1629243,65535
129,1629244,67
129,1629247,78
129,1629250,35
129,1629253,0
129,1629256,0
1,1629692,65280
1,1630244,65535
129,1630246,68
129,1630249,78
129,1630252,35
129,1630255,0
129,1630258,0
1,1630693,65280
1,1631245,65519
1,1631246,65535
129,1631247,69
129,1631250,78
129,1631253,35
129,1631256,0
129,1631259,0
1,1631694,65343
1,1631695,65280
1,1632247,65535
129,1632248,70
129,1632251,78
129,1632254,35
129,1632257,0
129,1632260,0
1,1632696,65280
1,1633248,65471
1,1633249,65535
129,1633250,71
129,1633253,78
129,1633256,35
129,1633259,0
129,1633262,0
1,1633698,65280
1,1634249,65319
1,1634250,65535
129,1634251,72
129,1634254,78
129,1634257,35
129,1634260,0
129,1634263,0
1,1634699,65280
1,1635251,65535
129,1635253,73
129,1635256,78
129,1635259,35
129,1635262,0
129,1635265,0
1,1635700,65343
1,1635701,65280
1,1636253,65535
129,1636254,74
129,1636257,78
129,1636260,35
129,1636263,0
129,1636266,0
1,1636702,65280
1,1637254,65535
129,1637256,75
129,1637259,78
129,1637262,35
129,1637265,0
129,1637268,0
1,1637703,65517
1,1637704,65280
1,1638256,65535
129,1638258,76
129,1638261,78
129,1638264,35
129,1638267,0
129,1638270,0
1,1638705,65280
1,1639257,65327
1,1639258,65535
129,1639259,77
129,1639262,78
129,1639265,35
129,1639268,0
129,1639271,0
1,1639707,65280
1,1640259,65535
129,1640261,78
129,1640264,78
129,1640267,35
129,1640270,0
129,1640273,0
1,1640708,65317
1,1640709,65280
1,1641260,65319
1,1641261,65535
129,1641262,79
129,1641265,78
129,1641268,35
129,1641271,0
129,1641274,0
1,1641710,65280
1,1642262,65535
129,1642264,80
129,1642267,78
129,1642270,35
129,1642273,0
129,1642276,0
1,1642711,65381
1,1642712,65280
1,1643264,65535
129,1643265,81
129,1643268,78
129,1643271,35
129,1643274,0
129,1643277,0
1,1643713,65280
1,1644265,65519
1,1644266,65535
129,1644267,82
129,1644270,78
129,1644273,35
129,1644276,0
129,1644279,0
1,1644714,65469
1,1644715,65280
1,1645267,65535
129,1645269,83
129,1645272,78
129,1645275,35
129,1645278,0
129,1645281,0
1,1645716,65280
1,1646268,65317
1,1646269,65535
129,1646270,84
129,1646273,78
129,1646276,35
129,1646279,0
129,1646282,0
1,1646718,65280
1,1647270,65535
129,1647272,85
129,1647275,78
129,1647278,35
129,1647281,0
129,1647284,0
1,1647719,65445
1,1647720,65280
1,1648272,65535
129,1648273,86
129,1648276,78
129,1648279,35
129,1648282,0
129,1648285,0
1,1648721,65280
1,1649273,65471
1,1649274,65535
129,1649275,87
129,1649278,78
129,1649281,35
129,1649284,0
129,1649287,0
1,1649723,65280
1,1650275,65535
129,1650277,88
129,1650280,78
129,1650283,35
129,1650286,0
129,1650289,0
1,1650724,65280
1,1651276,65447
1,1651277,65535
129,1651278,89
129,1651281,78
129,1651284,35
129,1651287,0
129,1651290,0
1,1651726,65280
1,1652278,65535
129,1652280,90
129,1652283,78
129,1652286,35
129,1652289,0
129,1652292,0
1,1652727,65285
1,1652728,65280
1,1653279,65285
1,1653280,65535
129,1653281,91
129,1653284,78
129,1653287,35
129,1653290,0
129,1653293,0
1,1653729,65280
1,1654281,65535
129,1654283,92
129,1654286,78
129,1654289,35
129,1654292,0
129,1654295,0
1,1654730,65280
1,1655282,65455
1,1655283,65535
129,1655284,93
129,1655287,78
129,1655290,35
129,1655293,0
129,1655296,0
1,1655732,65280
1,1656284,65535
129,1656286,94
129,1656289,78
129,1656292,35
129,1656295,0
129,1656298,0
1,1656733,65285
1,1656734,65280
1,1657285,65519
1,1657286,65535
129,1657287,95
129,1657290,78
129,1657293,35
129,1657296,0
129,1657299,0
1,1657735,65280
1,1658287,65535
129,1658289,96
129,1658292,78
129,1658295,35
129,1658298,0
129,1658301,0
1,1658736,65285
1,1658737,65280
1,1659288,65445
1,1659289,65535
129,1659290,97
129,1659293,78
129,1659296,35
129,1659299,0
129,1659302,0
1,1659738,65280
1,1660290,65535
129,1660292,98
129,1660295,78
129,1660298,35
129,1660301,0
129,1660304,0
1,1660739,65280
1,1661291,65319
1,1661292,65535
129,1661293,99
129,1661296,78
129,1661299,35
129,1661302,0
129,1661305,0
1,1661741,65280
1,1662293,65535
129,1662295,100
129,1662298,78
129,1662301,35
129,1662304,0
129,1662307,0
1,1662742,65380
1,1662743,65280
1,1663294,65312
1,1663295,65535
129,1663296,101
129,1663299,78
129,1663302,35
129,1663305,0
129,1663308,0
1,1663744,65280
1,1664296,65535
129,1664298,102
129,1664301,78
129,1664304,35
129,1664307,0
129,1664310,0
1,1664745,65471
1,1664746,65280
1,1665298,65535
129,1665299,103
129,1665302,78
129,1665305,35
129,1665308,0
129,1665311,0
1,1665747,65280
1,1666299,65471
1,1666300,65535
129,1666301,104
129,1666304,78
129,1666307,35
129,1666310,0
129,1666313,0
1,1666748,65533
1,1666749,65280
1,1667301,65535
129,1667303,105
129,1667305,78
129,1667308,35
129,1667311,0
129,1667314,0
1,1667750,65280
1,1668302,65455
1,1668303,65535
129,1668304,106
129,1668307,78
129,1668310,35
129,1668313,0
129,1668316,0
1,1668752,65280
1,1669304,65535
129,1669306,107
129,1669309,78
129,1669312,35
129,1669315,0
129,1669318,0
1,1669753,65333
1,1669754,65280
1,1670305,65535
129,1670307,108
129,1670310,78
129,1670313,35
129,1670316,0
129,1670319,0
1,1670754,65317
1,1670755,65280
1,1671306,65455
1,1671307,65535
129,1671308,109
129,1671311,78
129,1671314,35
129,1671317,0
129,1671320,0
1,1671756,65280
1,1672308,65535
129,1672310,110
129,1672313,78
129,1672316,35
129,1672319,0
129,1672322,0
1,1672757,65284
1,1672758,65280
1,1673309,65445
1,1673310,65535
129,1673311,111
129,1673314,78
129,1673317,35
129,1673320,0
129,1673323,0
1,1673759,65280
1,1674311,65535
129,1674313,112
129,1674316,78
129,1674319,35
129,1674322,0
129,1674325,0
1,1674760,65285
1,1674761,65280
1,1675312,65285
1,1675313,65535
129,1675314,113
129,1675317,78
129,1675320,35
129,1675323,0
129,1675326,0
1,1675762,65280
1,1676314,65535
129,1676316,114
129,1676319,78
129,1676322,35
129,1676325,0
129,1676328,0
1,1676763,65407
1,1676764,65280
1,1677315,65312
1,1677316,65535
129,1677317,115
129,1677320,78
129,1677323,35
129,1677326,0
129,1677329,0
1,1677765,65280
1,1678317,65455
1,1678318,65535
129,1678319,116
129,1678322,78
129,1678325,35
129,1678328,0
129,1678331,0
1,1678767,65280
1,1679319,65535
129,1679321,117
129,1679324,78
129,1679327,35
129,1679330,0
129,1679333,0
1,1679768,65284
1,1679769,65280
1,1680320,65317
1,1680321,65535
129,1680322,118
129,1680325,78
129,1680328,35
129,1680331,0
129,1680334,0
1,1680770,65280
1,1681322,65535
129,1681324,119
129,1681327,78
129,1681330,35
129,1681333,0
129,1681336,0
1,1681771,65333
1,1681772,65280
1,1682323,65313
1,1682324,65535
129,1682325,120
129,1682328,78
129,1682331,35
129,1682334,0
129,1682337,0
1,1682773,65280
1,1683325,65471
1,1683326,65535
129,1683327,121
129,1683330,78
129,1683333,35
129,1683336,0
129,1683339,0
1,1683774,65519
1,1683775,65280
1,1684327,65535
129,1684329,122
129,1684335,35
129,1684340,0
1,1684776,65280
1,1685328,65535
129,1685330,123
129,1685333,78
129,1685336,35
129,1685339,0
129,1685342,0
1,1685777,65285
1,1685778,65280
1,1686329,65447
1,1686330,65535
129,1686331,124
129,1686334,78
129,1686337,35
129,1686340,0
129,1686343,0
1,1686779,65280
1,1687331,65535
129,1687333,125
129,1687336,78
129,1687339,35
129,1687342,0
129,1687345,0
1,1687780,65317
1,1687781,65280
1,1688332,65312
1,1688333,65535
129,1688334,126
129,1688337,78
129,1688340,35
129,1688343,0
129,1688346,0
1,1688782,65280
1,1689334,65519
1,1689335,65535
129,1689336,127
129,1689339,78
129,1689342,35
129,1689345,0
129,1689348,0
1,1689783,65405
1,1689784,65280
1,1690336,65535
129,1690341,79
129,1690344,35
129,1690347,0
129,1690350,0
1,1690785,65280
1,1691337,65535
129,1691339,1
129,1691342,79
129,1691345,35
129,1691348,0
129,1691351,0
1,1691786,65313
1,1691787,65280
1,1692338,65317
1,1692339,65535
129,1692340,2
129,1692343,79
129,1692346,35
129,1692349,0
129,1692352,0
1,1692788,65280
1,1693340,65535
129,1693342,3
129,1693345,79
129,1693348,35
129,1693351,0
129,1693354,0
1,1693789,65280
1,1694341,65455
1,1694342,65535
129,1694343,4
129,1694346,79
129,1694349,35
129,1694352,0
129,1694355,0
1,1694791,65280
1,1695343,65535
129,1695345,5
129,1695348,79
129,1695351,35
129,1695354,0
129,1695357,0
1,1695792,65312
1,1695793,65280
1,1696344,65535
129,1696346,6
129,1696349,79
129,1696352,35
129,1696355,0
129,1696358,0
1,1696793,65325
1,1696794,65280
1,1697345,65284
1,1697346,65535
129,1697347,7
129,1697350,79
129,1697353,35
129,1697356,0
129,1697359,0
1,1697795,65280
1,1698347,65455
1,1698348,65535
129,1698349,8
129,1698352,79
129,1698355,35
129,1698358,0
129,1698361,0
1,1698797,65280
1,1699348,65312
1,1699349,65535
129,1699351,9
129,1699357,35
129,1699363,0
1,1699798,65280
1,1700350,65519
1,1700351,65535
129,1700352,10
129,1700355,79
129,1700358,35
129,1700361,0
129,1700364,0
1,1700800,65280
1,1701352,65535
129,1701354,11
129,1701357,79
129,1701360,35
129,1701363,0
129,1701366,0
1,1701801,65284
1,1701802,65280
1,1702353,65446
1,1702354,65535
129,1702355,12
129,1702358,79
129,1702361,35
129,1702364,0
129,1702367,0
1,1702803,65280
1,1703355,65535
129,1703357,13
129,1703360,79
129,1703363,35
129,1703366,0
129,1703369,0
1,1703804,65527
1,1703805,65280
1,1704356,65316
1,1704357,65535
129,1704358,14
129,1704361,79
129,1704364,35
129,1704367,0
129,1704370,0
1,1704806,65280
1,1705358,65535
129,1705360,15
129,1705363,79
129,1705366,35
129,1705369,0
129,1705372,0
1,1705807,65407
1,1705808,65280
1,1706360,65535
129,1706362,16
129,1706364,79
129,1706367,35
129,1706370,0
129,1706373,0
1,1706809,65280
1,1707361,65455
1,1707362,65535
129,1707363,17
129,1707366,79
129,1707369,35
129,1707372,0
129,1707375,0
1,1707810,65533
1,1707811,65280
1,1708363,65535
129,1708365,18
129,1708368,79
129,1708371,35
129,1708374,0
129,1708377,0
1,1708812,65397
1,1708813,65280
1,1709364,65535
129,1709366,19
129,1709369,79
129,1709372,35
129,1709375,0
129,1709378,0
1,1709813,65317
1,1709814,65280
1,1710365,65455
1,1710366,65535
129,1710367,20
129,1710370,79
129,1710373,35
129,1710376,0
129,1710379,0
1,1710815,65280
1,1711367,65535
129,1711369,21
129,1711372,79
129,1711375,35
129,1711378,0
129,1711381,0
1,1711816,65285
1,1711817,65280
1,1712368,65317
1,1712369,65535
129,1712370,22
129,1712373,79
129,1712376,35
129,1712379,0
129,1712382,0
1,1712818,65280
1,1713370,65535
129,1713372,23
129,1713375,79
129,1713378,35
129,1713381,0
129,1713384,0
1,1713819,65317
1,1713820,65280
1,1714371,65313
1,1714372,65535
129,1714373,24
129,1714376,79
129,1714379,35
129,1714382,0
129,1714385,0
1,1714821,65280
1,1715373,65519
1,1715374,65535
129,1715375,25
129,1715378,79
129,1715381,35
129,1715384,0
129,1715387,0
1,1715823,65280
1,1716375,65535
129,1716377,26
129,1716380,79
129,1716383,35
129,1716386,0
129,1716389,0
1,1716824,65280
1,1717376,65319
1,1717377,65535
129,1717378,27
129,1717381,79
129,1717384,35
129,1717387,0
129,1717390,0
1,1717826,65280
1,1718378,65535
129,1718380,28
129,1718383,79
129,1718386,35
129,1718389,0
129,1718392,0
1,1718827,65317
1,1718828,65280
1,1719379,65445
1,1719380,65535
129,1719381,29
129,1719384,79
129,1719387,35
129,1719390,0
129,1719393,0
1,1719829,65280
1,1720381,65535
129,1720383,30
129,1720386,79
129,1720389,35
129,1720392,0
129,1720395,0
1,1720830,65533
1,1720831,65280
1,1721383,65535
129,1721384,31
129,1721387,79
129,1721390,35
129,1721393,0
129,1721396,0
1,1721832,65280
1,1722384,65535
129,1722386,32
129,1722389,79
129,1722392,35
129,1722395,0
129,1722398,0
1,1722833,65407
1,1722834,65280
1,1723386,65535
129,1723391,79
129,1723397,0
1,1723835,65280
1,1724387,65535
129,1724389,34
129,1724392,79
129,1724395,35
129,1724398,0
129,1724401,0
1,1724836,65281
1,1724837,65280
1,1725388,65315
1,1725389,65535
129,1725390,35
129,1725393,79
129,1725396,35
